Customer_ID,Age,Gender,Product_Category,Purchase_Amount,Discount_Percent,Payment_Method,Customer_Rating,Previous_Purchases,Returned
427,37,Female,Electronics,450.92,0,Debit Card,3.0,2,Yes
428,27,Male,Books,22.09,20,Cash,4.8,25,No
429,63,Female,Electronics,353.03,20,Bank Transfer,2.6,30,No
430,25,Female,Electronics,180.68,20,PayPal,4.2,6,No
431,30,Female,Home & Kitchen,399.06,0,PayPal,4.3,4,No
432,26,Male,Clothing,109.86,5,Bank Transfer,3.8,14,No
433,42,Female,Clothing,135.19,15,Cash,3.9,29,Yes
434,20,Female,Sports,118.83,30,PayPal,4.4,24,Yes
435,51,Male,Clothing,171.53,10,Cash,2.6,19,Yes
436,48,Female,Beauty,167.51,5,Bank Transfer,4.2,1,No
437,64,Female,Electronics,470.17,0,Debit Card,3.7,9,Yes
438,35,Female,Clothing,62.47,25,Cash,4.1,4,No
439,34,Male,Books,69.0,30,PayPal,4.6,4,No
440,33,Female,Sports,232.76,0,PayPal,2.9,1,No
441,37,Female,Sports,77.78,20,Cash,3.6,27,No
442,42,Female,Beauty,129.58,25,Cash,3.2,27,No
443,24,Female,Sports,189.51,20,Debit Card,4.2,10,No
444,53,Male,Sports,91.25,25,Credit Card,3.1,9,Yes
445,57,Male,Electronics,661.87,0,Debit Card,4.6,2,No
446,60,Male,Electronics,460.17,10,Cash,3.6,24,No
447,28,Male,Home & Kitchen,130.12,15,Debit Card,3.7,2,No
448,29,Female,Electronics,169.2,0,Bank Transfer,2.7,1,No
449,46,Male,Books,59.34,15,PayPal,2.5,18,No
450,45,Female,Sports,212.45,15,Cash,3.9,3,No
451,61,Female,Books,30.02,30,Cash,4.4,14,No
452,29,Male,Books,14.71,25,Debit Card,4.3,14,Yes
453,30,Male,Sports,113.69,30,Credit Card,3.6,25,Yes
454,39,Male,Home & Kitchen,55.3,25,Debit Card,4.7,27,No
455,22,Male,Sports,206.96,5,Credit Card,2.9,0,No
456,24,Female,Beauty,92.18,5,PayPal,4.5,2,No
457,65,Female,Home & Kitchen,231.98,0,Credit Card,2.9,18,Yes
458,35,Male,Books,22.35,30,PayPal,4.1,27,No
459,19,Female,Electronics,58.76,30,Debit Card,4.4,25,No
460,27,Female,Beauty,90.71,20,Cash,2.7,30,No
461,44,Male,Beauty,59.77,20,Debit Card,3.0,16,No
462,21,Male,Electronics,573.9,0,Cash,4.1,1,No
463,45,Female,Home & Kitchen,187.78,5,Bank Transfer,2.6,25,Yes
464,22,Male,Sports,88.27,0,Debit Card,3.1,10,No
465,30,Female,Clothing,146.84,5,PayPal,3.4,12,No
466,58,Female,Home & Kitchen,243.2,15,Cash,2.9,13,No
467,36,Male,Sports,110.57,20,Debit Card,4.7,15,No
468,47,Female,Electronics,426.09,20,Bank Transfer,2.9,30,Yes
469,44,Male,Electronics,520.94,25,PayPal,2.7,26,No
470,23,Male,Sports,42.46,15,PayPal,3.3,21,Yes
471,47,Female,Clothing,79.26,30,Cash,2.7,20,Yes
472,36,Female,Home & Kitchen,218.55,10,Bank Transfer,4.8,23,No
473,21,Male,Books,19.33,25,Cash,3.0,24,No
474,52,Male,Sports,218.39,5,Cash,3.4,10,No
475,35,Male,Electronics,217.8,30,PayPal,4.7,17,No
476,61,Male,Clothing,125.31,0,Debit Card,3.2,5,No
477,27,Male,Beauty,143.42,15,Credit Card,4.3,14,No
478,30,Male,Electronics,465.38,25,Bank Transfer,3.3,25,No
479,47,Female,Beauty,66.43,30,Cash,2.6,27,No
480,47,Male,Beauty,115.12,25,Debit Card,2.9,25,Yes
481,20,Female,Beauty,18.65,10,Bank Transfer,3.4,4,No
482,52,Female,Electronics,650.67,0,Bank Transfer,3.9,23,No
483,59,Female,Books,74.6,25,Cash,4.8,29,Yes
484,64,Female,Electronics,166.44,0,Debit Card,2.6,10,No
485,35,Male,Electronics,112.05,15,Bank Transfer,4.0,10,Yes
486,60,Female,Books,37.02,15,Debit Card,3.9,27,No
487,65,Female,Books,38.52,20,Debit Card,2.7,19,No
488,48,Female,Electronics,625.63,5,Bank Transfer,3.7,17,No
489,30,Male,Books,27.88,25,Credit Card,3.1,14,No
490,34,Female,Sports,120.2,25,Credit Card,3.1,20,No
491,49,Male,Beauty,88.96,25,Bank Transfer,2.8,26,Yes
492,34,Male,Beauty,35.65,15,Cash,4.8,20,Yes
493,36,Female,Beauty,134.12,5,Cash,3.3,17,No
494,35,Female,Electronics,349.64,15,Debit Card,4.8,10,Yes
495,31,Male,Beauty,121.75,20,Credit Card,3.9,22,No
496,47,Male,Electronics,470.15,20,Cash,4.4,16,No
497,63,Female,Electronics,514.49,5,PayPal,5.0,4,Yes
498,22,Male,Books,81.37,0,Credit Card,3.1,29,No
499,60,Male,Electronics,565.07,0,Cash,4.6,4,No
500,40,Male,Beauty,120.19,20,Cash,4.3,6,No
501,52,Male,Sports,159.02,15,Debit Card,4.9,21,No
502,42,Female,Clothing,96.68,15,Cash,3.4,24,Yes
503,23,Female,Books,30.46,20,PayPal,3.2,13,No
504,22,Female,Sports,126.55,25,PayPal,2.8,2,No
505,62,Male,Sports,160.32,15,PayPal,3.1,3,No
506,35,Female,Sports,157.36,5,Credit Card,3.6,24,No
507,49,Female,Clothing,48.41,5,Cash,4.0,12,No
508,37,Male,Electronics,391.9,20,Bank Transfer,3.9,8,Yes
509,20,Female,Electronics,222.5,30,Debit Card,3.3,24,No
510,45,Male,Home & Kitchen,56.38,20,Debit Card,3.7,15,Yes
511,43,Female,Books,63.19,20,Cash,2.8,1,No
512,65,Male,Sports,196.5,5,Bank Transfer,4.1,7,Yes
513,62,Male,Home & Kitchen,183.37,20,Credit Card,3.6,28,No
514,55,Male,Home & Kitchen,217.66,10,Cash,3.8,15,No
515,57,Female,Home & Kitchen,251.86,5,Cash,3.2,9,No
516,32,Male,Sports,147.91,5,Cash,4.5,11,No
517,45,Female,Clothing,58.34,25,Debit Card,3.8,22,No
518,31,Female,Home & Kitchen,193.0,25,Cash,3.8,1,No
519,27,Male,Clothing,147.05,25,Cash,4.6,6,No
520,59,Male,Home & Kitchen,106.41,10,PayPal,3.7,14,No
521,59,Male,Clothing,35.97,30,PayPal,4.9,1,Yes
522,21,Male,Home & Kitchen,363.21,0,Debit Card,4.9,12,No
523,25,Male,Beauty,77.53,20,Cash,4.4,3,No
524,55,Female,Sports,85.43,15,Credit Card,4.7,8,No
525,52,Female,Sports,253.5,5,Cash,3.7,11,No
526,19,Male,Sports,159.3,10,Cash,4.9,20,Yes
527,52,Male,Books,68.61,30,Debit Card,3.1,24,No
528,46,Female,Sports,131.37,15,PayPal,4.6,29,Yes
529,28,Female,Beauty,48.24,30,Debit Card,4.1,1,No
530,59,Male,Electronics,229.89,30,Debit Card,4.1,26,No
531,38,Female,Books,63.37,0,PayPal,3.4,13,No
532,54,Male,Electronics,634.44,5,Debit Card,4.3,8,Yes
533,43,Female,Beauty,29.21,15,PayPal,4.8,24,No
534,25,Male,Sports,110.56,15,Debit Card,3.0,27,No
535,64,Male,Books,92.96,5,PayPal,4.0,11,Yes
536,18,Female,Clothing,195.29,20,Bank Transfer,2.7,8,Yes
537,21,Female,Clothing,71.04,30,Bank Transfer,2.5,1,No
538,37,Female,Sports,147.18,10,Credit Card,3.7,28,No
539,63,Female,Clothing,82.85,10,Cash,3.6,29,No
540,51,Female,Books,59.05,25,Credit Card,4.5,20,No
541,27,Male,Clothing,108.93,15,Bank Transfer,3.6,1,No
542,47,Female,Electronics,574.2,5,Cash,3.8,23,No
543,55,Male,Beauty,87.47,10,Credit Card,3.2,0,No
544,41,Male,Home & Kitchen,269.89,20,Credit Card,2.5,21,No
545,38,Male,Clothing,163.49,20,Cash,2.7,12,No
546,33,Female,Electronics,88.08,5,PayPal,3.2,3,No
547,61,Male,Home & Kitchen,175.75,20,PayPal,3.6,19,No
548,57,Male,Books,73.2,25,Bank Transfer,4.8,4,Yes
549,36,Female,Books,93.65,5,Bank Transfer,3.6,16,Yes
550,53,Male,Electronics,358.49,10,Bank Transfer,4.0,8,Yes
551,25,Female,Clothing,160.4,25,PayPal,4.4,14,No
552,39,Male,Clothing,191.82,0,Debit Card,2.8,12,No
553,47,Female,Sports,93.15,25,PayPal,4.2,30,No
554,23,Male,Clothing,34.3,25,PayPal,4.1,4,No
555,23,Female,Books,77.53,15,PayPal,2.5,15,No
556,30,Female,Beauty,131.63,15,Bank Transfer,3.7,27,No
557,20,Female,Books,53.31,25,PayPal,3.8,1,No
558,53,Male,Home & Kitchen,153.85,25,Cash,2.6,13,No
559,48,Female,Books,30.39,25,Cash,2.8,14,No
560,44,Female,Books,33.65,5,Bank Transfer,3.0,5,No
561,24,Female,Books,11.05,5,Bank Transfer,4.6,5,Yes
562,22,Female,Books,37.64,30,Bank Transfer,4.4,1,No
563,27,Male,Sports,205.12,30,Credit Card,4.0,19,Yes
564,50,Male,Clothing,176.24,20,Credit Card,4.3,15,No
565,59,Female,Home & Kitchen,73.29,30,Cash,3.7,25,No
566,23,Female,Home & Kitchen,184.03,30,PayPal,2.8,7,No
567,44,Female,Beauty,16.64,0,PayPal,3.3,2,No
568,45,Male,Books,68.42,25,Bank Transfer,4.2,25,No
569,44,Female,Sports,201.94,20,PayPal,4.8,19,No
570,59,Male,Beauty,104.27,30,Credit Card,4.7,6,Yes
571,52,Female,Books,79.42,20,Debit Card,3.8,9,Yes
572,19,Female,Clothing,80.92,10,Credit Card,3.8,20,Yes
573,59,Male,Books,78.77,20,Bank Transfer,4.7,22,No
574,40,Female,Home & Kitchen,241.92,0,Debit Card,3.8,10,No
575,47,Male,Clothing,178.96,15,Bank Transfer,3.4,2,No
576,55,Female,Home & Kitchen,338.9,15,Bank Transfer,2.9,26,No
577,49,Female,Clothing,131.13,5,Credit Card,3.9,30,No
578,25,Male,Home & Kitchen,73.71,15,Debit Card,4.5,0,No
579,21,Female,Home & Kitchen,179.23,15,Bank Transfer,3.9,15,No
580,39,Female,Books,16.85,25,Cash,2.9,14,Yes
581,57,Female,Books,72.17,25,Credit Card,4.7,2,No
582,53,Male,Sports,172.73,5,Credit Card,3.7,24,Yes
583,60,Male,Electronics,200.38,20,Bank Transfer,3.3,19,Yes
584,49,Male,Home & Kitchen,348.07,0,Debit Card,2.9,17,No
585,34,Male,Clothing,113.67,0,Cash,3.5,9,No
586,44,Female,Home & Kitchen,63.54,15,PayPal,4.4,16,Yes
587,35,Male,Home & Kitchen,188.23,10,Credit Card,4.9,17,No
588,53,Male,Home & Kitchen,274.5,20,Bank Transfer,4.5,5,No
589,53,Female,Electronics,68.53,15,PayPal,4.0,8,No
590,58,Male,Beauty,19.9,25,Bank Transfer,4.6,3,No
591,45,Male,Beauty,89.85,25,Cash,3.2,14,No
592,31,Female,Beauty,115.45,0,Bank Transfer,2.9,21,No
593,43,Male,Sports,41.26,30,Cash,4.6,12,No
594,29,Male,Electronics,275.15,25,Bank Transfer,3.0,11,No
595,63,Male,Clothing,242.48,0,PayPal,5.0,6,Yes
596,35,Female,Clothing,163.17,5,Cash,2.7,23,No
597,51,Female,Clothing,21.52,15,Credit Card,4.8,0,No
598,45,Female,Home & Kitchen,213.36,0,Bank Transfer,4.8,8,No
599,38,Male,Books,10.44,15,Debit Card,2.7,30,No
600,28,Female,Home & Kitchen,36.28,10,Credit Card,3.1,26,No
601,33,Female,Electronics,589.41,0,Credit Card,3.6,20,Yes
602,21,Male,Books,19.33,10,Credit Card,4.1,19,Yes
603,61,Male,Beauty,57.98,30,PayPal,4.1,21,No
604,47,Female,Beauty,85.43,5,Bank Transfer,2.8,3,Yes
605,55,Male,Beauty,111.57,5,Debit Card,2.6,25,No
606,55,Female,Beauty,128.66,10,Cash,3.4,19,Yes
607,51,Male,Electronics,170.39,25,Credit Card,3.0,29,No
608,30,Female,Sports,105.58,10,Credit Card,3.3,13,No
609,20,Female,Clothing,116.84,30,PayPal,4.5,30,No
610,43,Male,Electronics,243.96,20,Credit Card,4.4,29,Yes
611,30,Male,Home & Kitchen,295.97,0,Credit Card,4.6,5,Yes
612,61,Male,Books,26.03,10,Bank Transfer,2.9,21,No
613,63,Male,Electronics,135.64,20,Debit Card,4.9,13,Yes
614,57,Male,Beauty,48.97,20,PayPal,4.0,30,No
615,64,Male,Books,40.44,10,Debit Card,3.8,15,No
616,63,Female,Beauty,64.92,20,Debit Card,2.6,20,No
617,46,Male,Books,24.15,0,Cash,4.4,4,No
618,51,Female,Clothing,88.91,30,PayPal,3.3,15,Yes
619,29,Female,Clothing,37.45,0,Debit Card,3.2,25,Yes
620,25,Male,Home & Kitchen,77.07,25,Bank Transfer,3.2,27,No
621,63,Female,Electronics,390.21,30,Bank Transfer,2.5,20,No
622,43,Male,Clothing,47.79,30,Credit Card,3.4,14,No
623,30,Female,Sports,238.75,10,PayPal,4.3,30,No
624,39,Male,Books,57.72,20,Debit Card,2.6,25,No
625,39,Female,Books,22.91,15,Credit Card,4.7,20,No
626,24,Male,Electronics,562.79,5,Bank Transfer,3.2,7,Yes
627,47,Male,Home & Kitchen,278.47,20,Credit Card,3.7,13,No
628,31,Male,Clothing,197.71,5,PayPal,4.3,16,No
629,30,Male,Clothing,178.21,15,Credit Card,3.7,14,Yes
630,36,Female,Home & Kitchen,133.05,5,PayPal,4.7,5,No
631,42,Male,Sports,75.22,25,Credit Card,3.2,17,No
632,49,Female,Beauty,136.44,5,Credit Card,3.0,8,No
633,19,Male,Sports,134.09,0,Debit Card,2.8,8,No
634,60,Female,Books,66.8,10,Credit Card,2.9,26,Yes
635,29,Female,Electronics,370.34,10,Credit Card,3.0,5,No
636,46,Male,Sports,109.79,0,PayPal,2.5,19,No
637,33,Female,Clothing,23.69,0,Credit Card,4.9,7,No
638,64,Male,Electronics,270.18,20,Credit Card,4.8,12,No
639,31,Male,Home & Kitchen,203.98,25,Bank Transfer,3.2,26,No
640,20,Male,Clothing,137.57,30,Credit Card,2.9,18,No
641,58,Female,Sports,149.87,30,Cash,3.7,21,Yes
642,56,Female,Books,51.39,30,Debit Card,2.8,28,No
643,33,Male,Electronics,123.96,25,PayPal,5.0,19,No
644,26,Female,Home & Kitchen,222.72,0,Cash,4.6,7,No
645,33,Male,Beauty,90.92,30,Debit Card,3.8,12,No
646,58,Male,Electronics,619.32,0,Debit Card,4.0,5,No
647,50,Male,Books,28.84,10,Debit Card,3.6,18,No
648,48,Male,Home & Kitchen,135.32,30,Credit Card,4.5,30,No
649,45,Male,Home & Kitchen,254.03,15,Credit Card,4.0,17,No
650,26,Female,Clothing,54.07,15,Cash,3.5,30,No
651,49,Female,Sports,267.27,5,Cash,4.4,6,No
652,50,Female,Sports,91.65,0,Credit Card,4.5,29,No
653,34,Female,Sports,57.1,0,PayPal,4.3,20,No
654,63,Male,Beauty,103.32,20,Bank Transfer,4.7,21,No
655,64,Female,Sports,94.03,5,Cash,4.4,29,Yes
656,28,Female,Electronics,133.06,5,Debit Card,3.0,11,No
657,49,Male,Beauty,17.31,30,PayPal,3.1,6,No
658,58,Male,Sports,158.14,15,Credit Card,4.2,15,Yes
659,21,Female,Electronics,394.0,20,PayPal,4.4,30,No
660,39,Female,Home & Kitchen,339.83,15,Cash,2.6,19,No
661,24,Male,Books,74.6,20,Debit Card,4.9,8,No
662,46,Female,Beauty,134.17,10,Cash,2.6,27,No
663,32,Female,Books,70.89,25,Credit Card,4.2,27,No
664,36,Male,Sports,42.11,30,Bank Transfer,3.3,2,No
665,28,Female,Electronics,378.94,0,Credit Card,5.0,13,No
666,38,Female,Home & Kitchen,164.99,20,Credit Card,4.3,20,No
667,32,Male,Sports,168.63,30,Debit Card,4.5,13,No
668,25,Female,Electronics,141.6,5,PayPal,3.3,27,Yes
669,37,Male,Beauty,52.66,30,Bank Transfer,3.8,4,No
670,24,Female,Electronics,351.68,15,Debit Card,4.0,4,Yes
671,56,Female,Home & Kitchen,124.62,5,PayPal,3.2,15,Yes
672,39,Male,Sports,249.84,5,PayPal,3.7,27,No
673,60,Male,Electronics,335.78,20,Debit Card,3.2,23,No
674,24,Male,Home & Kitchen,311.48,5,PayPal,2.8,18,No
675,27,Male,Clothing,45.5,30,PayPal,2.9,27,No
676,21,Male,Home & Kitchen,46.94,5,Debit Card,4.3,20,Yes
677,25,Male,Books,48.13,30,PayPal,4.1,21,No
678,35,Female,Home & Kitchen,60.13,20,PayPal,5.0,18,No
679,62,Male,Beauty,109.28,0,Bank Transfer,4.8,22,No
680,43,Male,Books,40.48,25,Credit Card,4.5,26,No
681,60,Male,Clothing,143.92,20,Credit Card,4.1,6,No
682,20,Male,Electronics,354.43,10,Bank Transfer,4.9,1,No
683,60,Female,Clothing,170.88,5,Credit Card,2.7,22,No
684,20,Male,Clothing,200.93,5,Credit Card,4.1,23,No
685,34,Female,Sports,172.79,20,Cash,2.7,6,No
686,63,Female,Beauty,34.28,15,Bank Transfer,2.6,12,No
687,22,Female,Electronics,286.66,30,Debit Card,2.9,8,No
688,18,Male,Books,72.4,10,PayPal,4.6,18,Yes
689,51,Female,Sports,78.71,30,Bank Transfer,3.0,12,No
690,48,Male,Home & Kitchen,87.53,0,Cash,4.3,29,No
691,61,Female,Sports,229.58,20,Debit Card,4.3,30,No
692,58,Male,Home & Kitchen,60.18,5,Cash,2.6,18,No
693,18,Female,Sports,201.92,25,Bank Transfer,3.5,3,No
694,65,Male,Sports,222.5,20,Bank Transfer,4.0,21,No
695,28,Male,Clothing,191.76,10,Debit Card,3.3,3,Yes
696,36,Female,Books,45.9,25,Credit Card,4.6,16,No
697,57,Female,Electronics,285.53,5,Credit Card,3.4,12,No
698,49,Male,Electronics,367.24,10,Cash,3.7,7,No
699,41,Female,Clothing,61.49,25,Debit Card,2.5,13,Yes
700,30,Female,Electronics,122.16,25,PayPal,2.8,8,No
701,61,Male,Home & Kitchen,169.06,5,Credit Card,4.9,3,No
702,27,Female,Beauty,85.89,0,Cash,3.7,13,No
703,23,Female,Clothing,140.8,25,PayPal,4.2,7,No
704,48,Male,Sports,65.9,0,Cash,3.5,4,No
705,27,Female,Electronics,439.1,5,PayPal,3.3,7,Yes
706,50,Female,Sports,92.92,0,Credit Card,2.6,5,No
707,31,Female,Books,32.7,0,Bank Transfer,4.2,3,No
708,39,Female,Sports,80.71,20,Credit Card,2.7,12,No
709,58,Male,Electronics,443.67,0,Cash,3.9,30,No
710,64,Female,Clothing,38.74,30,Bank Transfer,4.6,27,No
711,41,Female,Sports,163.56,0,Debit Card,4.0,5,No
712,20,Male,Sports,38.78,15,Bank Transfer,3.8,24,No
713,43,Female,Clothing,48.28,15,Bank Transfer,4.3,16,No
714,37,Male,Home & Kitchen,88.64,5,Debit Card,4.7,30,No
715,21,Male,Clothing,15.24,25,Debit Card,3.9,28,No
716,57,Female,Home & Kitchen,30.47,10,Bank Transfer,3.8,0,Yes
717,64,Female,Sports,108.46,5,PayPal,4.1,18,No
718,46,Male,Sports,53.12,30,PayPal,3.0,5,No
719,59,Female,Electronics,231.45,15,PayPal,3.6,7,Yes
720,64,Male,Sports,20.11,30,Debit Card,4.8,20,No
721,23,Female,Clothing,110.54,30,Credit Card,4.6,10,No
722,26,Female,Beauty,49.71,10,Credit Card,3.9,20,Yes
723,24,Female,Electronics,377.3,5,Debit Card,4.1,11,No
724,61,Male,Books,96.03,0,Credit Card,4.8,11,Yes
725,56,Male,Clothing,77.61,20,Credit Card,3.2,26,No
726,49,Female,Home & Kitchen,43.69,25,PayPal,3.3,4,No
727,64,Female,Electronics,105.11,30,PayPal,3.4,12,No
728,48,Female,Beauty,47.24,15,Bank Transfer,3.8,17,No
729,42,Male,Beauty,46.07,10,Credit Card,3.0,0,No
730,53,Female,Clothing,30.33,10,Bank Transfer,2.9,14,No
731,33,Male,Clothing,43.94,15,Credit Card,2.6,11,Yes
732,48,Male,Electronics,119.75,30,Debit Card,3.7,5,No
733,48,Female,Sports,267.32,0,Bank Transfer,4.4,19,No
734,18,Female,Books,63.49,25,Debit Card,3.6,7,No
735,23,Female,Clothing,89.67,20,PayPal,2.7,26,No
736,38,Female,Books,22.02,20,Credit Card,4.6,24,No
737,36,Male,Beauty,45.98,0,Bank Transfer,3.2,7,Yes
738,54,Female,Electronics,87.83,20,PayPal,3.3,6,No
739,26,Male,Home & Kitchen,57.27,15,Credit Card,4.0,15,No
740,28,Male,Sports,185.29,25,Debit Card,4.4,4,No
741,46,Male,Home & Kitchen,358.96,5,Bank Transfer,5.0,6,Yes
742,27,Female,Electronics,578.93,0,Cash,2.7,15,No
743,36,Male,Electronics,215.62,15,PayPal,4.4,8,No
744,25,Female,Electronics,244.28,20,Cash,4.1,27,No
745,23,Female,Beauty,123.39,30,Bank Transfer,4.2,7,Yes
746,27,Male,Home & Kitchen,311.33,10,Bank Transfer,3.7,14,No
747,24,Male,Clothing,207.91,10,PayPal,5.0,10,No
748,62,Female,Electronics,252.59,0,Credit Card,4.4,19,No
749,45,Female,Clothing,219.64,0,PayPal,2.7,4,Yes
750,37,Female,Books,76.27,10,Debit Card,4.4,30,No
751,40,Female,Books,61.8,15,Bank Transfer,2.5,26,No
752,22,Male,Home & Kitchen,256.46,15,Cash,2.9,29,Yes
753,61,Female,Home & Kitchen,157.37,20,Debit Card,2.6,3,No
754,62,Male,Beauty,77.12,30,Cash,2.5,11,Yes
755,62,Female,Sports,263.58,10,PayPal,4.8,3,No
756,41,Male,Beauty,115.75,10,Credit Card,4.1,22,Yes
757,24,Male,Sports,131.1,25,Credit Card,3.8,14,No
758,44,Male,Clothing,102.81,30,PayPal,3.7,29,Yes
759,41,Male,Beauty,138.89,5,PayPal,4.8,0,Yes
760,18,Male,Clothing,170.7,20,PayPal,3.1,13,No
761,57,Female,Electronics,519.14,10,Debit Card,2.9,16,Yes
762,63,Male,Beauty,157.94,5,Credit Card,3.3,30,Yes
763,19,Female,Electronics,399.43,15,Debit Card,4.4,0,No
764,58,Female,Clothing,158.56,30,Credit Card,4.4,12,No
765,23,Male,Sports,55.8,5,Debit Card,3.2,9,Yes
766,22,Female,Home & Kitchen,50.44,25,PayPal,3.0,2,No
767,38,Female,Clothing,20.1,10,Bank Transfer,3.7,11,Yes
768,28,Female,Electronics,199.56,0,Cash,3.0,28,No
769,32,Male,Sports,164.79,25,PayPal,3.7,9,No
770,50,Female,Clothing,45.86,30,Debit Card,4.0,24,No
771,64,Female,Books,70.92,15,Cash,3.9,6,Yes
772,46,Male,Electronics,539.22,20,Credit Card,3.5,11,No
773,38,Female,Clothing,33.04,10,Cash,2.5,22,No
774,47,Female,Clothing,86.95,20,Credit Card,4.7,30,No
775,61,Female,Home & Kitchen,48.37,0,Bank Transfer,3.6,3,No
776,55,Female,Clothing,77.0,10,PayPal,4.6,4,Yes
777,52,Male,Home & Kitchen,45.64,30,Bank Transfer,3.5,11,No
778,49,Male,Books,54.16,20,Credit Card,2.6,3,Yes
779,26,Male,Home & Kitchen,79.62,30,Credit Card,3.8,28,Yes
780,34,Male,Electronics,82.32,25,Bank Transfer,4.8,5,No
781,25,Male,Home & Kitchen,358.49,0,Bank Transfer,3.8,16,No
782,60,Female,Home & Kitchen,90.85,20,Debit Card,4.7,26,Yes
783,22,Female,Electronics,148.21,30,Bank Transfer,4.4,18,No
784,37,Female,Sports,205.2,30,PayPal,3.8,19,No
785,22,Female,Books,51.27,25,PayPal,3.1,3,No
786,35,Male,Books,88.75,5,Bank Transfer,3.8,12,No
787,21,Female,Home & Kitchen,162.96,5,Bank Transfer,3.2,19,No
788,51,Female,Electronics,452.09,10,Credit Card,2.7,7,No
789,32,Female,Books,68.64,5,Bank Transfer,4.1,11,No
790,64,Male,Electronics,185.01,5,Debit Card,4.2,10,No
791,39,Female,Clothing,164.53,5,Credit Card,4.4,21,No
792,48,Male,Books,10.99,5,Debit Card,3.8,16,Yes
793,24,Female,Sports,80.51,15,Cash,4.6,0,No
794,51,Female,Electronics,234.99,5,Debit Card,3.7,11,No
795,41,Male,Sports,157.92,20,Bank Transfer,4.8,28,No
796,34,Female,Home & Kitchen,357.98,10,PayPal,4.0,26,No
797,54,Female,Home & Kitchen,335.77,10,Debit Card,3.9,19,No
798,49,Female,Electronics,518.28,10,Credit Card,3.6,0,Yes
799,34,Male,Home & Kitchen,161.8,25,Debit Card,2.9,8,No
800,55,Male,Home & Kitchen,161.21,0,Cash,3.2,28,No
801,29,Female,Sports,132.51,5,Cash,3.3,9,No
802,52,Male,Books,43.04,25,Cash,3.4,22,No
803,47,Female,Books,71.11,10,Bank Transfer,3.1,25,No
804,26,Female,Electronics,466.06,15,Credit Card,2.6,26,No
805,59,Male,Home & Kitchen,191.37,20,Credit Card,3.8,21,No
806,51,Male,Beauty,140.06,10,Credit Card,5.0,23,No
807,57,Male,Electronics,121.63,0,PayPal,3.8,26,Yes
808,25,Female,Books,73.35,15,Credit Card,4.1,27,No
809,27,Male,Clothing,162.57,15,Credit Card,3.2,9,No
810,41,Female,Books,83.21,0,Bank Transfer,3.5,18,No
811,20,Female,Electronics,610.88,5,Bank Transfer,3.8,11,No
812,40,Female,Beauty,49.69,30,Cash,3.2,4,No
813,22,Female,Books,66.39,10,Bank Transfer,4.2,4,No
814,55,Female,Electronics,91.68,15,Debit Card,4.4,10,Yes
815,29,Female,Books,12.03,10,Credit Card,4.1,19,No
816,38,Male,Sports,120.04,25,Debit Card,3.1,9,No
817,51,Male,Electronics,396.82,10,Bank Transfer,3.5,24,Yes
818,39,Male,Sports,154.57,15,Bank Transfer,3.4,16,No
819,22,Female,Books,18.23,15,Bank Transfer,2.6,7,No
820,19,Male,Home & Kitchen,290.21,0,Bank Transfer,3.9,17,No
821,43,Male,Beauty,52.56,10,Cash,3.2,13,Yes
822,26,Male,Beauty,17.7,30,Bank Transfer,3.9,30,Yes
823,40,Male,Books,59.63,0,Bank Transfer,2.6,3,No
824,59,Female,Books,21.35,30,Bank Transfer,3.0,25,No
825,61,Male,Beauty,130.72,0,Bank Transfer,2.8,14,No
826,40,Male,Home & Kitchen,81.1,30,Credit Card,3.8,25,Yes
827,64,Male,Electronics,121.12,5,PayPal,2.8,9,No
828,60,Male,Sports,86.21,30,Cash,3.6,7,No
829,53,Female,Sports,102.28,15,PayPal,4.9,22,No
830,23,Male,Clothing,97.88,30,Debit Card,2.6,4,No
831,59,Female,Electronics,93.2,0,PayPal,4.6,8,No
832,19,Female,Books,69.39,0,Credit Card,4.4,17,No
833,34,Male,Electronics,291.39,0,PayPal,2.8,25,No
834,52,Female,Books,23.4,5,Cash,4.8,4,No
835,23,Male,Beauty,44.51,25,Credit Card,4.4,25,Yes
836,37,Female,Home & Kitchen,27.29,25,PayPal,3.9,27,Yes
837,55,Male,Home & Kitchen,344.45,10,Debit Card,3.7,27,No
838,27,Male,Clothing,21.64,25,Cash,2.7,7,No
839,19,Female,Beauty,83.82,5,Cash,3.3,6,No
840,22,Female,Home & Kitchen,273.38,15,Bank Transfer,4.9,30,Yes
841,28,Female,Electronics,195.26,25,Bank Transfer,4.4,24,No
842,31,Female,Beauty,26.55,5,Bank Transfer,3.8,18,No
843,52,Male,Beauty,53.84,20,Cash,4.8,9,No
844,41,Male,Books,50.05,0,Credit Card,3.9,11,No
845,59,Female,Beauty,168.92,5,Bank Transfer,4.8,24,No
846,56,Female,Home & Kitchen,126.8,30,PayPal,4.7,6,Yes
847,28,Male,Books,65.33,15,Credit Card,4.2,0,No
848,50,Female,Books,66.67,10,Credit Card,4.0,18,Yes
849,22,Female,Books,36.91,25,Bank Transfer,4.3,5,Yes
850,27,Male,Beauty,39.74,10,Debit Card,4.4,30,No
851,49,Female,Electronics,386.79,10,Debit Card,2.9,24,Yes
852,65,Male,Books,17.06,10,Debit Card,3.6,15,No
853,34,Male,Clothing,52.43,0,Bank Transfer,4.7,30,No
854,18,Female,Electronics,262.75,15,Credit Card,4.8,9,No
